id,result,label
104,Genetic Algorithms,1
105,Neural Networks,2
106,Theoretical,6
107,Rule Learning,5
108,Theory,6
109,Genetic Algorithms,1
110,Neural Networks,2
111,Neural Networks,2
112,Genetic Algorithms,1
113,Rule Learning,5
114,Rule Learning,5
115,Rule Learning,5
116,Theory,6
117,Rule Learning,5
118,Reinforcement Learning,4
119,Rule Learning,5
120,Probabilistic Methods,3
121,Genetic Algorithms,1
122,Theoret,6
123,Theoret,6
124,Genetic Algorithms,1
125,Rule Learning,5
126,Genetic Algorithms,1
127,Theory,6
128,Rule Learning,5
129,Rule Learning,5
130,Rule Learning,5
131,Neural Networks,2
132,Rule Learning,5
133,Genetic Algorithms,1
134,Genetic Algorithms,1
135,Genetic Algorithms,1
136,Genetic Algorithms,1
137,Genetic Algorithms,1
138,Neural Networks,2
139,Genetic Algorithms,1
140,Reinforcement Learning,4
141,Reinforcement Learning,4
142,Case Based,0
143,Probabilistic Methods,3
144,Theoretical,6
145,Theory,6
146,Case Based,0
147,Theoretical,6
148,Reinforcement Learning,4
149,Case Based,0
150,Probabilistic Methods,3
151,Reinforcement Learning,4
152,Reinforcement Learning,4
153,Genetic Algorithms,1
154,Neural Networks,2
155,Neural Networks,2
156,Neural Networks,2
157,Probabilistic Methods,3
158,Probabilistic Methods,3
159,Probabilistic Methods,3
160,Probabilistic Methods,3
161,Reinforcement Learning,4
162,Case Based,0
163,Rule Learning,5
164,Case Based,0
165,Probabilistic Methods,3
166,Reinforcement Learning,4
167,Probabilistic Methods,3
168,Probabilistic Methods,3
169,Probabilistic Methods,3
170,Neural Networks,2
171,Probabilistic Methods,3
172,Probabilistic Methods,3
173,Neural Networks,2
174,Neural Networks,2
175,Theory,6
176,Genetic Algorithms,1
177,Reinforcement Learning,4
178,Probabilistic Methods,3
179,Probabilistic Methods,3
180,Probabilistic Methods,3
181,Theory,6
182,Probabilistic Methods,3
183,Probabilistic Methods,3
184,Probabilistic Methods,3
185,Probabilistic Methods,3
186,Case Based,0
187,Reinforcement Learning,4
188,Neural Networks,2
189,Neural Networks,2
190,Theory,6
191,Reinforcement Learning,4
192,Case Based,0
193,Rule Learning,5
194,Probabilistic Methods,3
195,Case Based,0
196,Reinforcement Learning,4
197,Neural Networks,2
198,Reinforcement Learning,4
199,Probabilistic Methods,3
200,Probabilistic Methods,3
201,Probabilistic Methods,3
202,Neural Networks,2
203,Reinforcement Learning,4
204,Case Based,0
205,Genetic Algorithms,1
206,Neural Networks,2
207,Probabilistic Methods,3
208,Rule Learning,5
209,Reinforcement Learning,4
210,Probabilistic Methods,3
211,Case Based,0
212,Probabilistic Methods,3
213,Theory,6
214,Case Based,0
215,Probabilistic Methods,3
216,Probabilistic Methods,3
217,Reinforcement Learning,4
218,Probabilistic Methods,3
219,Probabilistic Methods,3
220,Rule Learning,5
221,Neural Networks,2
222,Probabilistic Methods,3
223,Neural Networks,2
224,Reinforcement Learning,4
225,Genetic Algorithms,1
226,Probabilistic Methods,3
227,Neural Networks,2
228,Neural Networks,2
229,Probabilistic Methods,3
230,Probabilistic Methods,3
231,Theory,6
232,Genetic Algorithms,1
233,Rule Learning,5
234,Rule Learning,5
235,Probabilistic Methods,3
236,Genetic Algorithms,1
237,Probabilistic Methods,3
238,Rule Learning,5
239,Neural Networks,2
240,Probabilistic Methods,3
241,Rule Learning,5
242,Probabilistic Methods,3
243,Reinforcement Learning,4
244,Neural Networks,2
245,Reinforcement Learning,4
246,Neural Networks,2
247,Reinforcement Learning,4
248,Reinforcement Learning,4
249,Rule Learning,5
250,Genetic Algorithms,1
251,Probabilistic Methods,3
252,Rule Learning,5
253,Probabilistic Methods,3
254,Probabilistic Methods,3
255,Theory,6
256,Probabilistic Methods,3
257,Case Based,0
258,Reinforcement Learning,4
259,Rule Learning,5
260,Case Based,0
261,Case Based,0
262,Theory,6
263,Neural Networks,2
264,Rule Learning,5
265,Rule Learning,5
266,Probabilistic Methods,3
267,Probabilistic Methods,3
268,"
1. Neural Networks
2. Probabilistic Methods",3
269,Probabilistic Methods,3
270,Case Based,0
271,Reinforcement Learning,4
272,Probabilistic Methods,3
273,Probabilistic Methods,3
274,Reinforcement Learning,4
275,Reinforcement Learning,4
276,Probabilistic Methods,3
277,Probabilistic Methods,3
278,Probabilistic Methods,3
279,Case Based,0
280,Case Based,0
281,Neural Networks,2
282,Rule Learning,5
283,Reinforcement Learning,4
284,Reinforcement Learning,4
285,Genetic Algorithms,1
286,Reinforcement Learning,4
287,Probabilistic Methods,3
288,Probabilistic Methods,3
289,Neural Networks,2
290,Neural Networks,2
291,Probabilistic Methods,3
292,Case Based,0
293,Reinforcement Learning,4
294,Case Based,0
295,Probabilistic Methods,3
296,Neural Networks,2
297,Probabilistic Methods,3
298,Probabilistic Methods,3
299,Reinforcement Learning,4
300,Case Based,0
301,Neural Networks,2
302,Genetic Algorithms,1
303,Genetic Algorithms,1
304,Case Based,0
305,Case Based,0
306,Genetic Algorithms,1
307,Theory,6
308,Genetic Algorithms,1
309,Case Based,0
310,Probabilistic Methods,3
311,Probabilistic Methods,3
312,Neural Networks,2
313,Probabilistic Methods,3
314,Genetic Algorithms,1
315,Case Based,0
316,Probabilistic Methods,3
317,Genetic Algorithms,1
318,Genetic Algorithms,1
319,Neural Networks,2
320,Reinforcement Learning,4
321,Probabilistic Methods,3
322,Neural Networks,2
323,Theory,6
324,Probabilistic Methods,3
325,Case Based,0
326,Neural Networks,2
327,Probabilistic Methods,3
328,Neural Networks,2
329,Genetic Algorithms,1
330,Genetic Algorithms,1
331,Theory,6
332,Reinforcement Learning,4
333,Neural Networks,2
334,Case Based,0
335,Probabilistic Methods,3
336,Probabilistic Methods,3
337,Neural Networks,2
338,Probabilistic Methods,3
339,Reinforcement Learning,4
340,Reinforcement Learning,4
341,Neural Networks,2
342,Rule Learning,5
343,Probabilistic Methods,3
344,Neural Networks,2
345,Probabilistic Methods,3
346,Neural Networks,2
347,Case Based,0
348,Reinforcement Learning,4
349,Rule Learning,5
350,Genetic Algorithms,1
351,Probabilistic Methods,3
352,Probabilistic Methods,3
353,Neural Networks,2
354,Case Based,0
355,Neural Networks,2
356,Reinforcement Learning,4
357,Neural Networks,2
358,Neural Networks,2
359,Rule Learning,5
360,Rule Learning,5
361,Reinforcement Learning,4
362,Reinforcement Learning,4
363,Neural Networks,2
364,Neural Networks,2
365,Case Based,0
366,Probabilistic Methods,3
367,Neural Networks,2
368,Reinforcement Learning,4
369,Probabilistic Methods,3
370,Rule Learning,5
371,Rule Learning,5
372,Neural Networks,2
373,Case Based,0
374,Probabilistic Methods,3
375,Reinforcement Learning,4
376,Case Based,0
377,Reinforcement Learning,4
378,Reinforcement Learning,4
379,Rule Learning,5
380,Probabilistic Methods,3
381,Reinforcement Learning,4
382,Case Based,0
383,Probabilistic Methods,3
384,Genetic Algorithms,1
385,Probabilistic Methods,3
386,Probabilistic Methods,3
387,Genetic Algorithms,1
388,Theory,6
389,Neural Networks,2
390,Probabilistic Methods,3
391,Neural Networks,2
392,Rule Learning,5
393,Rule Learning,5
394,Reinforcement Learning,4
395,Probabilistic Methods,3
396,Probabilistic Methods,3
397,Probabilistic Methods,3
398,Probabilistic Methods,3
399,Genetic Algorithms,1
400,Rule Learning,5
401,Case Based,0
402,Reinforcement Learning,4
403,Neural Networks,2
404,Theory,6
405, Case Based,0
406,Genetic Algorithms,1
407,Case Based,0
408,Case Based,0
409,Genetic Algorithms,1
410,Rule Learning,5
411,Genetic Algorithms,1
412,Theory,6
413,Probabilistic Methods,3
414,Case Based,0
415,Case Based,0
416,Probabilistic Methods,3
417,Genetic Algorithms,1
418,Probabilistic Methods,3
419,Rule Learning,5
420,Reinforcement Learning,4
421,Probabilistic Methods,3
422,Reinforcement Learning,4
423,Case Based,0
424,Probabilistic Methods,3
425,Neural Networks,2
426,Genetic Algorithms,1
427,Neural Networks,2
428,Reinforcement Learning,4
429,Reinforcement Learning,4
430,Reinforcement Learning,4
431,Reinforcement Learning,4
432,Probabilistic Methods,3
433,Probabilistic Methods,3
434,Case Based,0
435,Case Based,0
436,Case Based,0
437,Case Based,0
438,Reinforcement Learning,4
439,Neural Networks,2
440,Case Based,0
441,Genetic Algorithms,1
442,Reinforcement Learning,4
443,Reinforcement Learning,4
444,Reinforcement Learning,4
445,Probabilistic Methods,3
446,Theory,6
447,Theory,6
448,Rule Learning,5
449,Neural Networks,2
450,Reinforcement Learning,4
451,Rule Learning,5
452,Genetic Algorithms,1
453,Reinforcement Learning,4
454,Rule Learning,5
455,Probabilistic Methods,3
456,Case Based,0
457,Probabilistic Methods,3
458,Rule Learning,5
459,Genetic Algorithms,1
460,Genetic Algorithms,1
461,Case Based,0
462,Probabilistic Methods,3
463,Reinforcement Learning,4
464,Neural Networks,2
465,Rule Learning,5
466,Neural Networks,2
467,Probabilistic Methods,3
468,Rule Learning,5
469,Probabilistic Methods,3
470,Reinforcement Learning,4
471,Case Based,0
472,Rule Learning,5
473,Reinforcement Learning,4
474,Rule Learning,5
475,Case Based,0
476,Genetic Algorithms,1
477,Probabilistic Methods,3
478,Rule Learning,5
479,Rule Learning,5
480,Neural Networks,2
481,Probabilistic Methods,3
482,Probabilistic Methods,3
483,Rule Learning,5
484,Genetic Algorithms,1
485,Case Based,0
486,Probabilistic Methods,3
487,Genetic Algorithms,1
488,Reinforcement Learning,4
489,Neural Networks,2
490,Probabilistic Methods,3
491,Theory,6
492,Reinforcement Learning,4
493,Neural Networks,2
494,Neural Networks,2
495,Theory,6
496,Case Based,0
497,Case Based,0
498,Case Based,0
499,Theory,6
500,Case Based,0
501,Neural Networks,2
502,Probabilistic Methods,3
503,Probabilistic Methods,3
504,Theory,6
505,Genetic Algorithms,1
506,Case Based,0
507,Probabilistic Methods,3
508,Genetic Algorithms,1
509,Probabilistic Methods,3
510,Probabilistic Methods,3
511,Probabilistic Methods,3
512,Probabilistic Methods,3
513,Neural Networks,2
514,Rule Learning,5
515,Reinforcement Learning,4
516,Rule Learning,5
517,Probabilistic Methods,3
518,Case Based,0
519,Rule Learning,5
520,Probabilistic Methods,3
521,Probabilistic Methods,3
522,Case Based,0
523,Reinforcement Learning,4
524,Probabilistic Methods,3
525,Case Based,0
526,Neural Networks,2
527,Case Based,0
528,Rule Learning,5
529,Reinforcement Learning,4
530,Case Based,0
531,Probabilistic Methods,3
532,Genetic Algorithms,1
533,Neural Networks,2
534,"
Case Based
Genetic Algorithms
Neural Networks",2
535,Neural Networks,2
536,Probabilistic Methods,3
537,Theory,6
538,Reinforcement Learning,4
539,Theory,6
540,Rule Learning,5
541,Rule Learning,5
542,Genetic Algorithms,1
543,Case Based,0
544,Case Based,0
545,Reinforcement Learning,4
546,Probabilistic Methods,3
547,Probabilistic Methods,3
548,Case Based,0
549,Probabilistic Methods,3
550,Theory,6
551,Probabilistic Methods,3
552,Neural Networks,2
553,Probabilistic Methods,3
554,Genetic Algorithms,1
555,Theory,6
556,Genetic Algorithms,1
557,Neural Networks,2
558,Neural Networks,2
559,Rule Learning,5
560,Reinforcement Learning,4
561,Probabilistic Methods,3
562,Neural Networks,2
563,Genetic Algorithms,1
564,"Case Based
Neural Networks
Reinforcement Learning",4
565,Neural Networks,2
566,Reinforcement Learning,4
567,Neural Networks,2
568,Probabilistic Methods,3
569,Neural Networks,2
570,Probabilistic Methods,3
571,Probabilistic Methods,3
572,Case Based,0
573,Rule Learning,5
574,Reinforcement Learning,4
575,Probabilistic Methods,3
576,Probabilistic Methods,3
577,Reinforcement Learning,4
578,Rule Learning,5
579,Probabilistic Methods,3
580,Neural Networks,2
581,Theory,6
582,Reinforcement Learning,4
583,Reinforcement Learning,4
584,Reinforcement Learning,4
585,Reinforcement Learning,4
586,Case Based,0
587,Rule Learning,5
588,Reinforcement Learning,4
589,Genetic Algorithms,1
590,Rule Learning,5
591,Genetic Algorithms,1
592,Neural Networks,2
593,Reinforcement Learning,4
594,Case Based,0
595,Probabilistic Methods,3
596,"
Theory",6
597,Case Based,0
598,Probabilistic Methods,3
599,Probabilistic Methods,3
600,Theory,6
601,Probabilistic Methods,3
602,Reinforcement Learning,4
603,Genetic Algorithms,1
604,Case Based,0
605,Probabilistic Methods,3
606,Probabilistic Methods,3
607,Probabilistic Methods,3
608,Genetic Algorithms,1
609,Neural Networks,2
610,Rule Learning,5
611,Theory,6
612,Rule Learning,5
613,Neural Networks,2
614,Case Based,0
615,Neural Networks,2
616,Neural Networks,2
617,Reinforcement Learning,4
618,Probabilistic Methods,3
619,Case Based,0
620,Probabilistic Methods,3
621,Rule Learning,5
622,Probabilistic Methods,3
623,Reinforcement Learning,4
624,Reinforcement Learning,4
625,Probabilistic Methods,3
626,Neural Networks,2
627,Reinforcement Learning,4
628,Neural Networks,2
629,Neural Networks,2
630,"
Rule Learning",5
631,"
1. Neural Networks
2. Reinforcement Learning
3. Rule Learning",2
632,Neural Networks,2
633,Probabilistic Methods,3
634,Rule Learning,5
635,Rule Learning,5
636,Case Based,0
637,Probabilistic Methods,3
638,Reinforcement Learning,4
639,Probabilistic Methods,3
640,Probabilistic Methods,3
641,Probabilistic Methods,3
642,Case Based,0
643,Rule Learning,5
644,Genetic Algorithms,1
645,Neural Networks,2
646,Rule Learning,5
647,Rule Learning,5
648,Rule Learning,5
649,Probabilistic Methods,3
650,Neural Networks,2
651,Reinforcement Learning,4
652,Reinforcement Learning,4
653,Probabilistic Methods,3
654,Reinforcement Learning,4
655,Genetic Algorithms,1
656,Genetic Algorithms,1
657,Neural Networks,2
658,Probabilistic Methods,3
659,Case Based,0
660,Genetic Algorithms,1
661,Rule Learning,5
662,Probabilistic Methods,3
663,Case Based,0
664,Probabilistic Methods,3
665,Reinforcement Learning,4
666,Probabilistic Methods,3
667,Case Based,0
668,Probabilistic Methods,3
669,Probabilistic Methods,3
670,Probabilistic Methods,3
671,Case Based,0
672,Rule Learning,5
673,Probabilistic Methods,3
674,Reinforcement Learning,4
675,Case Based,0
676,Rule Learning,5
677,Reinforcement Learning,4
678,Case Based,0
679,Case Based,0
680,Case Based,0
681,Probabilistic Methods,3
682,Case Based,0
683,Genetic Algorithms,1
684,Neural Networks,2
685,Probabilistic Methods,3
686,Neural Networks,2
687,Neural Networks,2
688,Reinforcement Learning,4
689,Rule Learning,5
690,Probabilistic Methods,3
691,Reinforcement Learning,4
692,Probabilistic Methods,3
693,Probabilistic Methods,3
694,Rule Learning,5
695,Case Based,0
696,Probabilistic Methods,3
697,Probabilistic Methods,3
698,Reinforcement Learning,4
699,Genetic Algorithms,1
700,Probabilistic Methods,3
701,Rule Learning,5
702,Rule Learning,5
703,Rule Learning,5
704,Neural Networks,2
705,Probabilistic Methods,3
706,Reinforcement Learning,4
707,Case Based,0
708,Probabilistic Methods,3
709,Rule Learning,5
710,Probabilistic Methods,3
711,Rule Learning,5
712,Theory,6
713,Probabilistic Methods,3
714,Reinforcement Learning,4
715,Case Based,0
716,Probabilistic Methods,3
717,Case Based,0
718,Case Based,0
719,Genetic Algorithms,1
720,Rule Learning,5
721,Neural Networks,2
722,Probabilistic Methods,3
723,Neural Networks,2
724,Probabilistic Methods,3
725,Neural Networks,2
726,Reinforcement Learning,4
727,Probabilistic Methods,3
728,Rule Learning,5
729,Probabilistic Methods,3
730,Probabilistic Methods,3
731,Case Based,0
732,Neural Networks,2
733,Case Based,0
734,Case Based,0
735,Rule Learning,5
736,Case Based,0
737,Case Based,0
738,Probabilistic Methods,3
739,Rule Learning,5
740,Probabilistic Methods,3
741,Genetic Algorithms,1
742,Genetic Algorithms,1
743,Probabilistic Methods,3
744,Neural Networks,2
745,Probabilistic Methods,3
746,Probabilistic Methods,3
747,Rule Learning,5
748,Neural Networks,2
749,Reinforcement Learning,4
750,Rule Learning,5
751, Case Based,0
752,Neural Networks,2
753,Rule Learning,5
754,Neural Networks,2
755,Rule Learning,5
756,Probabilistic Methods,3
757,Neural Networks,2
758,Case Based,0
759,Case Based,0
760,Probabilistic Methods,3
761,Reinforcement Learning,4
762,Neural Networks,2
763,Reinforcement Learning,4
764,Neural Networks,2
765,Probabilistic Methods,3
766,Probabilistic Methods,3
767,Case Based,0
768,Neural Networks,2
769,Case Based,0
770,Probabilistic Methods,3
771,Case Based,0
772,Theory,6
773,Genetic Algorithms,1
774,Reinforcement Learning,4
775,Probabilistic Methods,3
776,Probabilistic Methods,3
777,Rule Learning,5
778,Theory,6
779,Theory,6
780,Reinforcement Learning,4
781,Genetic Algorithms,1
782,Reinforcement Learning,4
783,Reinforcement Learning,4
784,Probabilistic Methods,3
785,Genetic Algorithms,1
786,Reinforcement Learning,4
787,Reinforcement Learning,4
788,Probabilistic Methods,3
789,Reinforcement Learning,4
790,Probabilistic Methods,3
791,Reinforcement Learning,4
792,Probabilistic Methods,3
793,Rule Learning,5
794,Case Based,0
795,"
Probabilistic Methods",3
796,Neural Networks,2
797,Neural Networks,2
798,Reinforcement Learning,4
799,Probabilistic Methods,3
800,Genetic Algorithms,1
801,Rule Learning,5
802,Case Based,0
803,Rule Learning,5
804,Reinforcement Learning,4
805,Reinforcement Learning,4
806,Neural Networks,2
807,Rule Learning,5
808,Reinforcement Learning,4
809,Genetic Algorithms,1
810,Reinforcement Learning,4
811,Probabilistic Methods,3
812,Probabilistic Methods,3
813,Reinforcement Learning,4
814,Reinforcement Learning,4
815,Reinforcement Learning,4
816,Rule Learning,5
817,Rule Learning,5
818,Probabilistic Methods,3
819,Neural Networks,2
820,Neural Networks,2
821,Probabilistic Methods,3
822,Case Based,0
823,Neural Networks,2
824,Neural Networks,2
825,Neural Networks,2
826,Rule Learning,5
827,Case Based,0
828,Reinforcement Learning,4
829,Probabilistic Methods,3
830,Genetic Algorithms,1
831,Genetic Algorithms,1
832,Probabilistic Methods,3
833,Probabilistic Methods,3
834,Genetic Algorithms,1
835,Probabilistic Methods,3
836,Probabilistic Methods,3
837,Reinforcement Learning,4
838,Probabilistic Methods,3
839,Case Based,0
840,Rule Learning,5
841,Reinforcement Learning,4
842,Case Based,0
843,Rule Learning,5
844,Rule Learning,5
845,Probabilistic Methods,3
846,Probabilistic Methods,3
847,Case Based,0
848,Neural Networks,2
849,Reinforcement Learning,4
850,Theory,6
851,Case Based,0
852,Genetic Algorithms,1
853,Neural Networks,2
854,Rule Learning,5
855,Probabilistic Methods,3
856,Reinforcement Learning,4
857,Reinforcement Learning,4
858,Case Based,0
859,Neural Networks,2
860,Neural Networks,2
861,Case Based,0
862,Reinforcement Learning,4
863,Reinforcement Learning,4
864,Genetic Algorithms,1
865,Case Based,0
866,Probabilistic Methods,3
867,Neural Networks,2
868,Probabilistic Methods,3
869,Probabilistic Methods,3
870,Probabilistic Methods,3
871,Neural Networks,2
872,Probabilistic Methods,3
873,Neural Networks,2
874,Probabilistic Methods,3
875,Probabilistic Methods,3
876,Neural Networks,2
877,Genetic Algorithms,1
878,Probabilistic Methods,3
879,Probabilistic Methods,3
880,Case Based,0
881,Neural Networks,2
882,Neural Networks,2
883,Neural Networks,2
884,Reinforcement Learning,4
885,Rule Learning,5
886,Probabilistic Methods,3
887,Genetic Algorithms,1
888,Case Based,0
889,Neural Networks,2
890,Rule Learning,5
891,Theory,6
892,Probabilistic Methods,3
893,Reinforcement Learning,4
894,Case Based,0
895,Case Based,0
896,Theory,6
897,Rule Learning,5
898,Theory,6
899,Probabilistic Methods,3
900,Probabilistic Methods,3
901,Case Based,0
902,Neural Networks,2
903,Theory,6
904,Rule Learning,5
905,Neural Networks,2
906,Reinforcement Learning,4
907,Theory,6
908,Genetic Algorithms,1
909,Probabilistic Methods,3
910,Case Based,0
911,Reinforcement Learning,4
912,Reinforcement Learning,4
913,Rule Learning,5
914,Probabilistic Methods,3
915,Neural Networks,2
916,Probabilistic Methods,3
917,Case Based,0
918,Probabilistic Methods,3
919,Neural Networks,2
920,Probabilistic Methods,3
921,Theory,6
922,Reinforcement Learning,4
923,Probabilistic Methods,3
924,Reinforcement Learning,4
925,Rule Learning,5
926,Probabilistic Methods,3
927,Probabilistic Methods,3
928,Probabilistic Methods,3
929,Neural Networks,2
930,Probabilistic Methods,3
931,Neural Networks,2
932,Probabilistic Methods,3
933,Neural Networks,2
934,Case Based,0
935,Rule Learning,5
936,Neural Networks,2
937,Genetic Algorithms,1
938,Probabilistic Methods,3
939,Theory,6
940,Rule Learning,5
941,Rule Learning,5
942,Probabilistic Methods,3
943,Reinforcement Learning,4
944,Probabilistic Methods,3
945,Rule Learning,5
946,Reinforcement Learning,4
947,Reinforcement Learning,4
948,Genetic Algorithms,1
949,Reinforcement Learning,4
950,Rule Learning,5
951,Neural Networks,2
952,Rule Learning,5
953,Probabilistic Methods,3
954,Reinforcement Learning,4
955,Theory,6
956,Reinforcement Learning,4
957,Neural Networks,2
958,Genetic Algorithms,1
959,Probabilistic Methods,3
960,Probabilistic Methods,3
961,Probabilistic Methods,3
962,Probabilistic Methods,3
963,Reinforcement Learning,4
964,Case Based,0
965,Case Based,0
966,Case Based,0
967,Probabilistic Methods,3
968,Genetic Algorithms,1
969,Genetic Algorithms,1
970,Neural Networks,2
971,Rule Learning,5
972,Probabilistic Methods,3
973,Probabilistic Methods,3
974,Probabilistic Methods,3
975,Case Based,0
976,Neural Networks,2
977,Neural Networks,2
978,Neural Networks,2
979,Case Based,0
980,Genetic Algorithms,1
981,Probabilistic Methods,3
982,Probabilistic Methods,3
983,Reinforcement Learning,4
984,Reinforcement Learning,4
985,Probabilistic Methods,3
986,Probabilistic Methods,3
987,Probabilistic Methods,3
988,Probabilistic Methods,3
989,Rule Learning,5
990,Probabilistic Methods,3
991,Theory,6
992,Theory,6
993,Case Based,0
994,Probabilistic Methods,3
995,Rule Learning,5
996,Reinforcement Learning,4
997,Genetic Algorithms,1
998,Neural Networks,2
999,Neural Networks,2
1000,Probabilistic Methods,3
1001,Reinforcement Learning,4
1002,Probabilistic Methods,3
1003,Neural Networks,2
1004,Neural Networks,2
1005,Probabilistic Methods,3
1006,Case Based,0
1007,Neural Networks,2
1008,Case Based,0
1009,Genetic Algorithms,1
1010,Reinforcement Learning,4
1011,Genetic Algorithms,1
1012,Case Based,0
1013,Theoret,6
1014,Probabilistic Methods,3
1015,Reinforcement Learning,4
1016,Probabilistic Methods,3
1017,Case Based,0
1018,Reinforcement Learning,4
1019,Probabilistic Methods,3
1020,Probabilistic Methods,3
1021,Probabilistic Methods,3
1022,Rule Learning,5
1023,Probabilistic Methods,3
1024,Probabilistic Methods,3
1025,Case Based,0
1026,Probabilistic Methods,3
1027,Theory,6
1028,Rule Learning,5
1029,Rule Learning,5
1030,Neural Networks,2
1031,Probabilistic Methods,3
1032,Rule Learning,5
1033,Neural Networks,2
1034,Neural Networks,2
1035,Neural Networks,2
1036,Case Based,0
1037,Neural Networks,2
1038,Neural Networks,2
1039,Reinforcement Learning,4
1040,Genetic Algorithms,1
1041,Neural Networks,2
1042,Case Based,0
1043,Probabilistic Methods,3
1044,Probabilistic Methods,3
1045,Rule Learning,5
1046,Reinforcement Learning,4
1047,Case Based,0
1048,Probabilistic Methods,3
1049,Probabilistic Methods,3
1050,Reinforcement Learning,4
1051,Reinforcement Learning,4
1052,Probabilistic Methods,3
1053,Probabilistic Methods,3
1054,Genetic Algorithms,1
1055,Probabilistic Methods,3
1056,Probabilistic Methods,3
1057,Neural Networks,2
1058,Case Based,0
1059,Probabilistic Methods,3
1060,Rule Learning,5
1061,Reinforcement Learning,4
1062,Case Based,0
1063,Reinforcement Learning,4
1064,Reinforcement Learning,4
1065,Genetic Algorithms,1
1066,Probabilistic Methods,3
1067,Neural Networks,2
1068,Reinforcement Learning,4
1069,Case Based,0
1070,Rule Learning,5
1071,Reinforcement Learning,4
1072,Genetic Algorithms,1
1073,Probabilistic Methods,3
1074,Theoret,6
1075,Probabilistic Methods,3
1076,Theory,6
1077,Neural Networks,2
1078,Case Based,0
1079,Reinforcement Learning,4
1080,Probabilistic Methods,3
1081,Reinforcement Learning,4
1082,Reinforcement Learning,4
1083,Probabilistic Methods,3
1084,Probabilistic Methods,3
1085,Theory,6
1086,Probabilistic Methods,3
1087,Reinforcement Learning,4
1088,Genetic Algorithms,1
1089,Genetic Algorithms,1
1090,Probabilistic Methods,3
1091,Probabilistic Methods,3
1092,Probabilistic Methods,3
1093,Probabilistic Methods,3
1094,Reinforcement Learning,4
1095,Probabilistic Methods,3
1096,Probabilistic Methods,3
1097,Reinforcement Learning,4
1098,Genetic Algorithms,1
1099,Probabilistic Methods,3
1100,Probabilistic Methods,3
1101,Probabilistic Methods,3
1102,Reinforcement Learning,4
1103,Neural Networks,2
1104,Case Based,0
1105,Rule Learning,5
1106,Probabilistic Methods,3
1107,Probabilistic Methods,3
1108,Probabilistic Methods,3
1109,Reinforcement Learning,4
1110,Case Based,0
1111,Probabilistic Methods,3
1112,Reinforcement Learning,4
1113,Rule Learning,5
1114,Neural Networks,2
1115,Reinforcement Learning,4
1116,Probabilistic Methods,3
1117,Case Based,0
1118,Case Based,0
1119,Probabilistic Methods,3
1120,Case Based,0
1121,Probabilistic Methods,3
1122,Rule Learning,5
1123,Neural Networks,2
1124,Probabilistic Methods,3
1125,Case Based,0
1126,Probabilistic Methods,3
1127,Probabilistic Methods,3
1128,Rule Learning,5
1129,Reinforcement Learning,4
1130,Probabilistic Methods,3
1131,Probabilistic Methods,3
1132,Probabilistic Methods,3
1133,Rule Learning,5
1134,Probabilistic Methods,3
